t_ms,target_um,current_um,error_um
0.08,0.0,0.0008,0.0008
0.081,0.0,0.0008,0.0008
0.082,0.0,0.0008,0.0008
0.083,0.0,0.0008,0.0008
0.084,0.0,0.0008,0.0008
0.085,0.0,0.0008,0.0008
0.08600000000000001,0.0,0.0008,0.0008
0.08700000000000001,0.0,0.0007,0.0007
0.088,0.0,0.0007,0.0007
0.089,0.0,0.0007,0.0007
0.09,0.0,0.0007,0.0007
0.091,0.0,0.0007,0.0007
0.092,0.0,0.0007,0.0007
0.093,0.0,0.0006,0.0006
0.094,0.0,0.0006,0.0006
0.095,0.0,0.0006,0.0006
0.096,0.0,0.0006,0.0006
0.097,0.0,0.0006,0.0006
0.098,0.0,0.0006,0.0006
0.099,0.0,0.0006,0.0006
0.1,0.0,0.0006,0.0006
0.101,0.0,0.0006,0.0006
0.10200000000000001,0.0,0.0006,0.0006
0.10300000000000001,0.0,0.0005,0.0005
0.10400000000000001,0.0,0.0006,0.0006
0.105,0.0,0.0005,0.0005
0.106,0.0,0.0006,0.0006
0.107,0.0,0.0005,0.0005
0.108,0.0,0.0005,0.0005
0.109,0.0,0.0006,0.0006
0.11,0.0,0.0005,0.0005
0.111,0.0,0.0005,0.0005
0.112,0.0,0.0005,0.0005
0.113,0.0,0.0005,0.0005
0.114,0.0,0.0005,0.0005
0.115,0.0,0.0004,0.0004
0.116,0.0,0.0005,0.0005
0.117,0.0,0.0005,0.0005
0.11800000000000001,0.0,0.0004,0.0004
0.11900000000000001,0.0,0.0004,0.0004
0.12,0.0,0.0003,0.0003
0.121,0.0,0.0003,0.0003
0.122,0.0,0.0003,0.0003
0.123,0.0,0.0003,0.0003
0.124,0.0,0.0003,0.0003
0.125,0.0,0.0003,0.0003
0.126,0.0,0.0003,0.0003
0.127,0.0,0.0003,0.0003
0.128,0.0,0.0002,0.0002
0.129,0.0,0.0002,0.0002
0.13,0.0,0.0002,0.0002
0.131,0.0,0.0002,0.0002
0.132,0.0,0.0002,0.0002
0.133,0.0,0.0001,0.0001
0.134,0.0,0.0002,0.0002
0.135,0.0,0.0002,0.0002
0.136,0.0,0.0001,0.0001
0.137,0.0,0.0001,0.0001
0.138,0.0,0.0001,0.0001
0.139,0.0,0.0001,0.0001
0.14,0.0,0.0001,0.0001
0.14100000000000001,0.0,0.0001,0.0001
0.14200000000000002,0.0,0.0001,0.0001
0.14300000000000002,0.0,0.0,0.0
0.14400000000000002,0.0,0.0,0.0
0.145,0.0,0.0,0.0
0.146,0.0,0.0,0.0
0.147,0.0,0.0,0.0
0.148,0.0,0.0,0.0
0.149,0.0,-0.0,-0.0
0.15,0.0,-0.0,-0.0
0.151,0.0,-0.0,-0.0
0.152,0.0,-0.0,-0.0
0.153,0.0,-0.0001,-0.0001
0.154,0.0,-0.0001,-0.0001
0.155,0.0,-0.0001,-0.0001
0.156,0.0,-0.0001,-0.0001
0.157,0.0,-0.0001,-0.0001
0.158,0.0,-0.0001,-0.0001
0.159,0.0,-0.0001,-0.0001
0.16,0.0,-0.0,-0.0
0.161,0.0,-0.0001,-0.0001
0.162,0.0,-0.0,-0.0
0.163,0.0,-0.0,-0.0
0.164,0.0,0.0,0.0
0.165,0.0,0.0,0.0
0.166,0.0,0.0,0.0
0.167,0.0,0.0,0.0
0.168,0.0,-0.0,-0.0
0.169,0.0,-0.0,-0.0
0.17,0.0,-0.0,-0.0
0.171,0.0,-0.0,-0.0
0.17200000000000001,0.0,-0.0,-0.0
0.17300000000000001,0.0,-0.0,-0.0
0.17400000000000002,0.0,0.0,0.0
0.17500000000000002,0.0,0.0,0.0
0.176,0.0,0.0,0.0
0.177,0.0,0.0,0.0
0.178,0.0,0.0,0.0
0.179,0.0,0.0,0.0
0.18,0.0,-0.0,-0.0
0.181,0.0,-0.0,-0.0
0.182,0.0,-0.0,-0.0
0.183,0.0,-0.0,-0.0
0.184,0.0,-0.0,-0.0
0.185,0.0,-0.0,-0.0
0.186,0.0,-0.0,-0.0
0.187,0.0,-0.0,-0.0
0.188,0.0,-0.0,-0.0
0.189,0.0,-0.0,-0.0
0.19,0.0,-0.0,-0.0
0.191,0.0,-0.0,-0.0
0.192,0.0,-0.0,-0.0
0.193,0.0,-0.0,-0.0
0.194,0.0,-0.0,-0.0
0.195,0.0,-0.0,-0.0
0.196,0.0,-0.0,-0.0
0.197,0.0,-0.0001,-0.0001
0.198,0.0,-0.0001,-0.0001
0.199,0.0,-0.0001,-0.0001
0.2,0.0,-0.0001,-0.0001
0.201,0.0,-0.0001,-0.0001
0.202,0.0,-0.0001,-0.0001
0.203,0.0,-0.0001,-0.0001
0.20400000000000001,0.0,-0.0002,-0.0002
0.20500000000000002,0.0,-0.0002,-0.0002
0.20600000000000002,0.0,-0.0002,-0.0002
0.20700000000000002,0.0,-0.0002,-0.0002
0.20800000000000002,0.0,-0.0002,-0.0002
0.209,0.0,-0.0002,-0.0002
0.21,0.0,-0.0002,-0.0002
0.211,0.0,-0.0002,-0.0002
0.212,0.0,-0.0002,-0.0002
0.213,0.0,-0.0003,-0.0003
0.214,0.0,-0.0004,-0.0004
0.215,0.0,-0.0003,-0.0003
0.216,0.0,-0.0003,-0.0003
0.217,0.0,-0.0003,-0.0003
0.218,0.0,-0.0003,-0.0003
0.219,0.0,-0.0004,-0.0004
0.22,0.0,-0.0004,-0.0004
0.221,0.0,-0.0004,-0.0004
0.222,0.0,-0.0004,-0.0004
0.223,0.0,-0.0004,-0.0004
0.224,0.0,-0.0003,-0.0003
0.225,0.0,-0.0003,-0.0003
0.226,0.0,-0.0003,-0.0003
0.227,0.0,-0.0003,-0.0003
0.228,0.0,-0.0004,-0.0004
0.229,0.0,-0.0003,-0.0003
0.23,0.0,-0.0002,-0.0002
0.231,0.0,-0.0002,-0.0002
0.232,0.0,-0.0002,-0.0002
0.233,0.0,-0.0002,-0.0002
0.234,0.0,-0.0003,-0.0003
0.23500000000000001,0.0,-0.0002,-0.0002
0.23600000000000002,0.0,-0.0002,-0.0002
0.23700000000000002,0.0,-0.0002,-0.0002
0.23800000000000002,0.0,-0.0002,-0.0002
0.23900000000000002,0.0,-0.0002,-0.0002
0.24,0.0,-0.0002,-0.0002
0.241,0.0,-0.0003,-0.0003
0.242,0.0,-0.0002,-0.0002
0.243,0.0,-0.0002,-0.0002
0.244,0.0,-0.0003,-0.0003
0.245,0.0,-0.0003,-0.0003
0.246,0.0,-0.0003,-0.0003
0.247,0.0,-0.0002,-0.0002
0.248,0.0,-0.0002,-0.0002
0.249,0.0,-0.0002,-0.0002
0.25,0.0,-0.0001,-0.0001
0.251,0.0,-0.0001,-0.0001
0.252,0.0,-0.0001,-0.0001
0.253,0.0,-0.0001,-0.0001
0.254,0.0,-0.0001,-0.0001
0.255,0.0,-0.0001,-0.0001
0.256,0.0,-0.0001,-0.0001
0.257,0.0,-0.0,-0.0
0.258,0.0,-0.0,-0.0
0.259,0.0,-0.0,-0.0
0.26,0.0,0.0,0.0
0.261,0.0,0.0,0.0
0.262,0.0,0.0,0.0
0.263,0.0,0.0001,0.0001
0.264,0.0,0.0001,0.0001
0.265,0.0,0.0001,0.0001
0.266,0.0,0.0001,0.0001
0.267,0.0,0.0002,0.0002
0.268,0.0,0.0002,0.0002
0.269,0.0,0.0002,0.0002
0.27,0.0,0.0003,0.0003
0.271,0.0,0.0003,0.0003
0.272,0.0,0.0003,0.0003
0.273,0.0,0.0004,0.0004
0.274,0.0,0.0004,0.0004
0.275,0.0,0.0004,0.0004
0.276,0.0,0.0004,0.0004
0.277,0.0,0.0004,0.0004
0.278,0.0,0.0005,0.0005
0.279,0.0,0.0005,0.0005
0.28,0.0,0.0005,0.0005
0.281,0.0,0.0005,0.0005
0.28200000000000003,0.0,0.0005,0.0005
0.28300000000000003,0.0,0.0005,0.0005
0.28400000000000003,0.0,0.0005,0.0005
0.28500000000000003,0.0,0.0006,0.0006
0.28600000000000003,0.0,0.0005,0.0005
0.28700000000000003,0.0,0.0006,0.0006
0.28800000000000003,0.0,0.0006,0.0006
0.289,0.0,0.0006,0.0006
0.29,0.0,0.0006,0.0006
0.291,0.0,0.0007,0.0007
0.292,0.0,0.0007,0.0007
0.293,0.0,0.0007,0.0007
0.294,0.0,0.0008,0.0008
0.295,0.0,0.0008,0.0008
0.296,0.0,0.0008,0.0008
0.297,0.0,0.0008,0.0008
0.298,0.0,0.0009,0.0009
0.299,0.0,0.0009,0.0009
0.3,0.0,0.0009,0.0009
0.301,0.0,0.0009,0.0009
0.302,0.0,0.0009,0.0009
0.303,0.0,0.0009,0.0009
0.304,0.0,0.0009,0.0009
0.305,0.0,0.0009,0.0009
0.306,0.0,0.0009,0.0009
0.307,0.0,0.0009,0.0009
0.308,0.0,0.001,0.001
0.309,0.0,0.001,0.001
0.31,0.0,0.001,0.001
0.311,0.0,0.0009,0.0009
0.312,0.0,0.0009,0.0009
0.313,0.0,0.001,0.001
0.314,0.0,0.0009,0.0009
0.315,0.0,0.0009,0.0009
0.316,0.0,0.0009,0.0009
0.317,0.0,0.0009,0.0009
0.318,0.0,0.0009,0.0009
0.319,0.0,0.0009,0.0009
0.32,0.0,0.0009,0.0009
0.321,0.0,0.0009,0.0009
0.322,0.0,0.0008,0.0008
0.323,0.0,0.0009,0.0009
0.324,0.0,0.0009,0.0009
0.325,0.0,0.0009,0.0009
0.326,0.0,0.0009,0.0009
0.327,0.0,0.0009,0.0009
0.328,0.0,0.0009,0.0009
0.329,0.0,0.0009,0.0009
0.33,0.0,0.0009,0.0009
0.331,0.0,0.0009,0.0009
0.332,0.0,0.0009,0.0009
0.333,0.0,0.0009,0.0009
0.334,0.0,0.0009,0.0009
0.335,0.0,0.0009,0.0009
0.336,0.0,0.0009,0.0009
0.337,0.0,0.0009,0.0009
0.338,0.0,0.0009,0.0009
0.339,0.0,0.001,0.001
0.34,0.0,0.001,0.001
0.341,0.0,0.001,0.001
0.342,0.0,0.001,0.001
0.343,0.0,0.001,0.001
0.34400000000000003,0.0,0.001,0.001
0.34500000000000003,0.0,0.001,0.001
0.34600000000000003,0.0,0.001,0.001
0.34700000000000003,0.0,0.001,0.001
0.34800000000000003,0.0,0.0009,0.0009
0.34900000000000003,0.0,0.001,0.001
0.35000000000000003,0.0,0.001,0.001
0.35100000000000003,0.0,0.001,0.001
0.352,0.0,0.001,0.001
0.353,0.0,0.0011,0.0011
0.354,0.0,0.0011,0.0011
0.355,0.0,0.0011,0.0011
0.356,0.0,0.0011,0.0011
0.357,0.0,0.0011,0.0011
0.358,0.0,0.0011,0.0011
0.359,0.0,0.0012,0.0012
0.36,0.0,0.0013,0.0013
0.361,0.0,0.0013,0.0013
0.362,0.0,0.0013,0.0013
0.363,0.0,0.0013,0.0013
0.364,0.0,0.0013,0.0013
0.365,0.0,0.0013,0.0013
0.366,0.0,0.0014,0.0014
0.367,0.0,0.0014,0.0014
0.368,0.0,0.0013,0.0013
0.369,0.0,0.0014,0.0014
0.37,0.0,0.0013,0.0013
0.371,0.0,0.0014,0.0014
0.372,0.0,0.0014,0.0014
0.373,0.0,0.0013,0.0013
0.374,0.0,0.0013,0.0013
0.375,0.0,0.0013,0.0013
0.376,0.0,0.0013,0.0013
0.377,0.0,0.0013,0.0013
0.378,0.0,0.0012,0.0012
0.379,0.0,0.0013,0.0013
0.38,0.0,0.0013,0.0013
0.381,0.0,0.0013,0.0013
0.382,0.0,0.0013,0.0013
0.383,0.0,0.0013,0.0013
0.384,0.0,0.0013,0.0013
0.385,0.0,0.0012,0.0012
0.386,0.0,0.0012,0.0012
0.387,0.0,0.0013,0.0013
0.388,0.0,0.0012,0.0012
0.389,0.0,0.0013,0.0013
0.39,0.0,0.0013,0.0013
0.391,0.0,0.0013,0.0013
0.392,0.0,0.0013,0.0013
0.393,0.0,0.0012,0.0012
0.394,0.0,0.0013,0.0013
0.395,0.0,0.0013,0.0013
0.396,0.0,0.0014,0.0014
0.397,0.0,0.0014,0.0014
0.398,0.0,0.0014,0.0014
0.399,0.0,0.0014,0.0014
0.4,0.0,0.0014,0.0014
0.401,0.0,0.0014,0.0014
0.402,0.0,0.0015,0.0015
0.403,0.0,0.0014,0.0014
0.404,0.0,0.0014,0.0014
0.405,0.0,0.0014,0.0014
0.406,0.0,0.0014,0.0014
0.40700000000000003,0.0,0.0014,0.0014
0.40800000000000003,0.0,0.0014,0.0014
0.40900000000000003,0.0,0.0014,0.0014
0.41000000000000003,0.0,0.0014,0.0014
0.41100000000000003,0.0,0.0014,0.0014
0.41200000000000003,0.0,0.0013,0.0013
0.41300000000000003,0.0,0.0013,0.0013
0.41400000000000003,0.0,0.0013,0.0013
0.41500000000000004,0.0,0.0013,0.0013
0.41600000000000004,0.0,0.0012,0.0012
0.417,0.0,0.0012,0.0012
0.418,0.0,0.0012,0.0012
0.419,0.0,0.0012,0.0012
0.42,0.0,0.0011,0.0011
0.421,0.0,0.0011,0.0011
0.422,0.0,0.0011,0.0011
0.423,0.0,0.001,0.001
0.424,0.0,0.001,0.001
0.425,0.0,0.001,0.001
0.426,0.0,0.0011,0.0011
0.427,0.0,0.0011,0.0011
0.428,0.0,0.0011,0.0011
0.429,0.0,0.001,0.001
0.43,0.0,0.001,0.001
0.431,0.0,0.001,0.001
0.432,0.0,0.001,0.001
0.433,0.0,0.0009,0.0009
0.434,0.0,0.0009,0.0009
0.435,0.0,0.0009,0.0009
0.436,0.0,0.0009,0.0009
0.437,0.0,0.0009,0.0009
0.438,0.0,0.0009,0.0009
0.439,0.0,0.0009,0.0009
0.44,0.0,0.001,0.001
0.441,0.0,0.0009,0.0009
0.442,0.0,0.001,0.001
0.443,0.0,0.001,0.001
0.444,0.0,0.001,0.001
0.445,0.0,0.001,0.001
0.446,0.0,0.001,0.001
0.447,0.0,0.001,0.001
0.448,0.0,0.001,0.001
0.449,0.0,0.001,0.001
0.45,0.0,0.0011,0.0011
0.451,0.0,0.0011,0.0011
0.452,0.0,0.0011,0.0011
0.453,0.0,0.0011,0.0011
0.454,0.0,0.0011,0.0011
0.455,0.0,0.0012,0.0012
0.456,0.0,0.0012,0.0012
0.457,0.0,0.0012,0.0012
0.458,0.0,0.0012,0.0012
0.459,0.0,0.0012,0.0012
0.46,0.0,0.0013,0.0013
0.461,0.0,0.0013,0.0013
0.462,0.0,0.0013,0.0013
0.463,0.0,0.0013,0.0013
0.464,0.0,0.0013,0.0013
0.465,0.0,0.0013,0.0013
0.466,0.0,0.0014,0.0014
0.467,0.0,0.0014,0.0014
0.468,0.0,0.0014,0.0014
0.46900000000000003,0.0,0.0014,0.0014
0.47000000000000003,0.0,0.0014,0.0014
0.47100000000000003,0.0,0.0014,0.0014
0.47200000000000003,0.0,0.0014,0.0014
0.47300000000000003,0.0,0.0014,0.0014
0.47400000000000003,0.0,0.0014,0.0014
0.47500000000000003,0.0,0.0014,0.0014
0.47600000000000003,0.0,0.0014,0.0014
0.47700000000000004,0.0,0.0014,0.0014
0.47800000000000004,0.0,0.0014,0.0014
0.47900000000000004,0.0,0.0014,0.0014
0.48,0.0,0.0014,0.0014
0.481,0.0,0.0013,0.0013
0.482,0.0,0.0013,0.0013
0.483,0.0,0.0014,0.0014
0.484,0.0,0.0014,0.0014
0.485,0.0,0.0014,0.0014
0.486,0.0,0.0014,0.0014
0.487,0.0,0.0014,0.0014
0.488,0.0,0.0014,0.0014
0.489,0.0,0.0014,0.0014
0.49,0.0,0.0013,0.0013
0.491,0.0,0.0014,0.0014
0.492,0.0,0.0014,0.0014
0.493,0.0,0.0014,0.0014
0.494,0.0,0.0014,0.0014
0.495,0.0,0.0014,0.0014
0.496,0.0,0.0014,0.0014
0.497,0.0,0.0014,0.0014
0.498,0.0,0.0014,0.0014
0.499,0.0,0.0014,0.0014
0.5,0.0,0.0014,0.0014
0.501,0.0,0.0014,0.0014
0.502,0.0,0.0014,0.0014
0.503,0.0,0.0014,0.0014
0.504,0.0,0.0014,0.0014
0.505,0.0,0.0014,0.0014
0.506,0.0,0.0014,0.0014
0.507,0.0,0.0014,0.0014
0.508,0.0,0.0013,0.0013
0.509,0.0,0.0013,0.0013
0.51,0.0,0.0013,0.0013
0.511,0.0,0.0013,0.0013
0.512,0.0,0.0012,0.0012
0.513,0.0,0.0013,0.0013
0.514,0.0,0.0013,0.0013
0.515,0.0,0.0012,0.0012
0.516,0.0,0.0012,0.0012
0.517,0.0,0.0012,0.0012
0.518,0.0,0.0012,0.0012
0.519,0.0,0.0011,0.0011
0.52,0.0,0.0011,0.0011
0.521,0.0,0.0011,0.0011
0.522,0.0,0.0011,0.0011
0.523,0.0,0.001,0.001
0.524,0.0,0.001,0.001
0.525,0.0,0.0009,0.0009
0.526,0.0,0.0009,0.0009
0.527,0.0,0.0009,0.0009
0.528,0.0,0.0008,0.0008
0.529,0.0,0.0008,0.0008
0.53,0.0,0.0008,0.0008
0.531,0.0,0.0008,0.0008
0.532,0.0,0.0008,0.0008
0.533,0.0,0.0008,0.0008
0.534,0.0,0.0008,0.0008
0.535,0.0,0.0008,0.0008
0.536,0.0,0.0008,0.0008
0.537,0.0,0.0009,0.0009
0.538,0.0,0.0009,0.0009
0.539,0.0,0.0008,0.0008
0.54,0.0,0.0008,0.0008
0.541,0.0,0.0008,0.0008
0.542,0.0,0.0008,0.0008
0.543,0.0,0.0008,0.0008
0.544,0.0,0.0008,0.0008
0.545,0.0,0.0008,0.0008
0.546,0.0,0.0007,0.0007
0.547,0.0,0.0007,0.0007
0.548,0.0,0.0007,0.0007
0.549,0.0,0.0007,0.0007
0.55,0.0,0.0007,0.0007
0.551,0.0,0.0007,0.0007
0.552,0.0,0.0007,0.0007
0.553,0.0,0.0008,0.0008
0.554,0.0,0.0008,0.0008
0.555,0.0,0.0008,0.0008
0.556,0.0,0.0008,0.0008
0.557,0.0,0.0008,0.0008
0.558,0.0,0.0008,0.0008
0.559,0.0,0.0008,0.0008
0.56,0.0,0.0008,0.0008
0.561,0.0,0.0008,0.0008
0.562,0.0,0.0008,0.0008
0.5630000000000001,0.0,0.0008,0.0008
0.5640000000000001,0.0,0.0008,0.0008
0.5650000000000001,0.0,0.0008,0.0008
0.5660000000000001,0.0,0.0008,0.0008
0.5670000000000001,0.0,0.0008,0.0008
0.5680000000000001,0.0,0.0008,0.0008
0.5690000000000001,0.0,0.0008,0.0008
0.5700000000000001,0.0,0.0008,0.0008
0.5710000000000001,0.0,0.0008,0.0008
0.5720000000000001,0.0,0.0008,0.0008
0.5730000000000001,0.0,0.0008,0.0008
0.5740000000000001,0.0,0.0008,0.0008
0.5750000000000001,0.0,0.0008,0.0008
0.5760000000000001,0.0,0.0008,0.0008
0.577,0.0,0.0008,0.0008
0.578,0.0,0.0008,0.0008
0.579,0.0,0.0009,0.0009
0.58,0.0,0.0009,0.0009
0.581,0.0,0.0009,0.0009
0.582,0.0,0.0009,0.0009
0.583,0.0,0.001,0.001
0.584,0.0,0.001,0.001
0.585,0.0,0.001,0.001
0.586,0.0,0.001,0.001
0.587,0.0,0.0011,0.0011
0.588,0.0,0.0011,0.0011
0.589,0.0,0.0011,0.0011
0.59,0.0,0.0011,0.0011
0.591,0.0,0.0012,0.0012
0.592,0.0,0.0012,0.0012
0.593,0.0,0.0011,0.0011
0.594,0.0,0.0011,0.0011
0.595,0.0,0.0011,0.0011
0.596,0.0,0.0011,0.0011
0.597,0.0,0.0011,0.0011
0.598,0.0,0.0012,0.0012
0.599,0.0,0.0012,0.0012
0.6,0.0,0.0012,0.0012
0.601,0.0,0.0012,0.0012
0.602,0.0,0.0012,0.0012
0.603,0.0,0.0012,0.0012
0.604,0.0,0.0012,0.0012
0.605,0.0,0.0012,0.0012
0.606,0.0,0.0013,0.0013
0.607,0.0,0.0013,0.0013
0.608,0.0,0.0013,0.0013
0.609,0.0,0.0013,0.0013
0.61,0.0,0.0013,0.0013
0.611,0.0,0.0014,0.0014
0.612,0.0,0.0014,0.0014
0.613,0.0,0.0014,0.0014
0.614,0.0,0.0013,0.0013
0.615,0.0,0.0013,0.0013
0.616,0.0,0.0013,0.0013
0.617,0.0,0.0013,0.0013
0.618,0.0,0.0012,0.0012
0.619,0.0,0.0013,0.0013
0.62,0.0,0.0013,0.0013
0.621,0.0,0.0013,0.0013
0.622,0.0,0.0013,0.0013
0.623,0.0,0.0013,0.0013
0.624,0.0,0.0013,0.0013
0.625,0.0,0.0013,0.0013
0.626,0.0,0.0013,0.0013
0.627,0.0,0.0013,0.0013
0.628,0.0,0.0013,0.0013
0.629,0.0,0.0013,0.0013
0.63,0.0,0.0013,0.0013
0.631,0.0,0.0013,0.0013
0.632,0.0,0.0013,0.0013
0.633,0.0,0.0013,0.0013
0.634,0.0,0.0013,0.0013
0.635,0.0,0.0013,0.0013
0.636,0.0,0.0014,0.0014
0.637,0.0,0.0014,0.0014
0.638,0.0,0.0013,0.0013
0.639,0.0,0.0013,0.0013
0.64,0.0,0.0014,0.0014
0.641,0.0,0.0014,0.0014
0.642,0.0,0.0014,0.0014
0.643,0.0,0.0014,0.0014
0.644,0.0,0.0014,0.0014
0.645,0.0,0.0014,0.0014
0.646,0.0,0.0014,0.0014
0.647,0.0,0.0014,0.0014
0.648,0.0,0.0014,0.0014
0.649,0.0,0.0015,0.0015
0.65,0.0,0.0015,0.0015
0.651,0.0,0.0015,0.0015
0.652,0.0,0.0015,0.0015
0.653,0.0,0.0016,0.0016
0.654,0.0,0.0016,0.0016
0.655,0.0,0.0016,0.0016
0.656,0.0,0.0016,0.0016
0.657,0.0,0.0016,0.0016
0.658,0.0,0.0016,0.0016
0.659,0.0,0.0016,0.0016
0.66,0.0,0.0016,0.0016
0.661,0.0,0.0016,0.0016
0.662,0.0,0.0016,0.0016
0.663,0.0,0.0016,0.0016
0.664,0.0,0.0016,0.0016
0.665,0.0,0.0015,0.0015
0.666,0.0,0.0015,0.0015
0.667,0.0,0.0015,0.0015
0.668,0.0,0.0015,0.0015
0.669,0.0,0.0015,0.0015
0.67,0.0,0.0015,0.0015
0.671,0.0,0.0015,0.0015
0.672,0.0,0.0015,0.0015
0.673,0.0,0.0015,0.0015
0.674,0.0,0.0015,0.0015
0.675,0.0,0.0016,0.0016
0.676,0.0,0.0016,0.0016
0.677,0.0,0.0017,0.0017
0.678,0.0,0.0017,0.0017
0.679,0.0,0.0017,0.0017
0.68,0.0,0.0017,0.0017
0.681,0.0,0.0017,0.0017
0.682,0.0,0.0017,0.0017
0.683,0.0,0.0017,0.0017
0.684,0.0,0.0017,0.0017
0.685,0.0,0.0018,0.0018
0.686,0.0,0.0018,0.0018
0.687,0.0,0.0018,0.0018
0.6880000000000001,0.0,0.0018,0.0018
0.6890000000000001,0.0,0.0018,0.0018
0.6900000000000001,0.0,0.0018,0.0018
0.6910000000000001,0.0,0.0018,0.0018
0.6920000000000001,0.0,0.0018,0.0018
0.6930000000000001,0.0,0.0018,0.0018
0.6940000000000001,0.0,0.0018,0.0018
0.6950000000000001,0.0,0.0019,0.0019
0.6960000000000001,0.0,0.0019,0.0019
0.6970000000000001,0.0,0.0019,0.0019
0.6980000000000001,0.0,0.0019,0.0019
0.6990000000000001,0.0,0.0019,0.0019
0.7000000000000001,0.0,0.0019,0.0019
0.7010000000000001,0.0,0.0019,0.0019
0.7020000000000001,0.0,0.0019,0.0019
0.7030000000000001,0.0,0.0019,0.0019
0.704,0.0,0.0018,0.0018
0.705,0.0,0.0018,0.0018
0.706,0.0,0.0018,0.0018
0.707,0.0,0.0018,0.0018
0.708,0.0,0.0017,0.0017
0.709,0.0,0.0017,0.0017
0.71,0.0,0.0017,0.0017
0.711,0.0,0.0017,0.0017
0.712,0.0,0.0017,0.0017
0.713,0.0,0.0017,0.0017
0.714,0.0,0.0017,0.0017
0.715,0.0,0.0016,0.0016
0.716,0.0,0.0016,0.0016
0.717,0.0,0.0016,0.0016
0.718,0.0,0.0015,0.0015
0.719,0.0,0.0015,0.0015
0.72,0.0,0.0015,0.0015
0.721,0.0,0.0015,0.0015
0.722,0.0,0.0015,0.0015
0.723,0.0,0.0015,0.0015
0.724,0.0,0.0015,0.0015
0.725,0.0,0.0014,0.0014
0.726,0.0,0.0014,0.0014
0.727,0.0,0.0014,0.0014
0.728,0.0,0.0014,0.0014
0.729,0.0,0.0014,0.0014
0.73,0.0,0.0013,0.0013
0.731,0.0,0.0013,0.0013
0.732,0.0,0.0013,0.0013
0.733,0.0,0.0012,0.0012
0.734,0.0,0.0012,0.0012
0.735,0.0,0.0012,0.0012
0.736,0.0,0.0012,0.0012
0.737,0.0,0.0011,0.0011
0.738,0.0,0.0011,0.0011
0.739,0.0,0.001,0.001
0.74,0.0,0.001,0.001
0.741,0.0,0.001,0.001
0.742,0.0,0.001,0.001
0.743,0.0,0.001,0.001
0.744,0.0,0.001,0.001
0.745,0.0,0.0009,0.0009
0.746,0.0,0.0009,0.0009
0.747,0.0,0.0009,0.0009
